speaker_name,party,language,mep_id,role,text,alignment,orientation,translated,translated_text,extremity
Petras | Gražulis,ESN,LT,256808,,"Kaip čia ir kalbėjo kolegos, Briuselis ir ne tik Briuselis per prezidento rinkimus aktyviai palaikė demokratų kandidatą ir žemino trumpą. Dabar taip pat Europos Sąjunga labiau negu Putiną žemina Trumpą ... (posėdžio pirmininkas nutraukė ir paprašė pradėti iš naujo). Gerbiama pranešėja, čia kalbėjo prieš tai kandidatai, diskutantai, kad Europos Sąjunga ir Briuselis per prezidento rinkimus Amerikoje palaikė demokratų kandidatą. Iš Trumpo nemažai tyčiojosi. Išrinktas prezidentas Trumpas dabar taip pat susilaukia nemažai patyčių iš Europos Sąjungos, net ir vadovų, ypač iš žiniasklaidos. Jis tapo skaitant žiniasklaidą pavojingesnis negu Putinas. Klausykit, ar jūs nežadate atsiprašyti Trumpo ir Amerikos? Ir tik tokiu atveju prasidės normalūs santykiai. Ką jūs galvojate?",Right,Right,,"As colleagues here have said, Brussels and not only Brussels actively supported the Democratic candidate in the presidential elections and humiliated Trump. Now, too, the European Union is humiliating Trump more than Putin ... (the President interrupted and asked to start again). Madam President, it has been said here by the candidates who have spoken before, by the debaters, that the European Union and Brussels supported the Democratic candidate in the American presidential elections. There was a lot of mockery of Trump. President-elect Trump is now also receiving a lot of bullying from the European Union, even from the leaders, especially from the media. He has become more dangerous than Putin in terms of reading the media. Listen, are you not promising to apologise to Trump and to America? And only then will normal relations begin. What do you think?",1.0
Isabella | Tovaglieri,PfE,IT,197580,,"Signor Presidente, onorevoli colleghi, mentre l'Europa tratta sui dazi, i dazi sono già tra noi. E non li ha messi Trump: li avete messi voi in questi anni, quando avete tagliato le gambe alla manifattura, al commercio, all'agricoltura, con oneri burocratici che costano alle nostre imprese ogni anno 154 miliardi di euro, quindi molto più dei 100 miliardi di euro in cui sono stati stimati i futuribili dazi americani. Vi siete autoimposti i dazi anche quando avete varato miopi politiche ideologiche come il Green Deal, lo stop ai motori endotermici che stanno solo portando l'Europa alla desertificazione produttiva e alla disoccupazione, privando le famiglie del loro potere d'acquisto. Quindi, anziché puntare il dito contro quei leader che scelgono di fare l'interesse del proprio paese, prendete esempio e cancellate tutte quelle imposizioni che stanno portando l'Europa al suicidio industriale e geopolitico. Altrimenti i dazi sono l'ennesimo comodo capro espiatorio per coprire i fallimenti delle politiche autolesioniste, incapaci di dare un futuro all'Europa: il futuro che merita.",Right,Right,,"Mr. President, ladies and gentlemen, while Europe negotiates on tariffs, the tariffs are already among us. And Trump did not put them in: you put them in these years, when you cut the legs out from under manufacturing, trade, agriculture, with bureaucratic burdens that cost our businesses 154 billion euros every year, so much more than the 100 billion euros in which the futuristic U.S. duties have been estimated. You have also self-imposed duties when you have enacted short-sighted ideological policies such as the Green Deal, the stop to endothermic engines that are only leading Europe to productive desertification and unemployment, depriving families of their purchasing power. So instead of pointing fingers at those leaders who choose to do their country's best interest, take an example and cancel all those impositions that are leading Europe to industrial and geopolitical suicide. Otherwise, tariffs are yet another convenient scapegoat to cover up the failures of self-defeating policies incapable of giving Europe a future: the future it deserves.",1.0
Rihards | Kols,ECR,EN,220871,,"Mr President, dear colleagues, the US tariffs are harsh, but they remind us how critical it is to deepen, not weaken, our transatlantic bond. In a world of fast-moving competition, while we debate, others – especially authoritarian regimes – are moving fast to dominate emerging technologies and critical raw materials. This is the time to align. We need permanent EU trade representation not just in Washington but in the wider US, to identify, negotiate and remove the barriers that still hold back transatlantic trade. But we must do so without compromising our standards: food, safety, security, etc. Targeted coordination on critical sectors and technologies is what we should be locking in on. That includes improving customs processing, eliminating red tape, and other measures that slow innovation on both sides of the Atlantic. And while I rarely quote Elon Musk, I'll agree with him on this: Europe and the US should aim for a 'zero-tariff zone'. So a stronger, freer trade relationship – rooted in trust and common democratic ground – is in both of our interests.",Right,Right,,"Mr President, dear colleagues, the US tariffs are harsh, but they remind us how critical it is to deepen, not weaken, our transatlantic bond. In a world of fast-moving competition, while we debate, others – especially authoritarian regimes – are moving fast to dominate emerging technologies and critical raw materials. This is the time to align. We need permanent EU trade representation not just in Washington but in the wider US, to identify, negotiate and remove the barriers that still hold back transatlantic trade. But we must do so without compromising our standards: food, safety, security, etc. Targeted coordination on critical sectors and technologies is what we should be locking in on. That includes improving customs processing, eliminating red tape, and other measures that slow innovation on both sides of the Atlantic. And while I rarely quote Elon Musk, I'll agree with him on this: Europe and the US should aim for a 'zero-tariff zone'. So a stronger, freer trade relationship – rooted in trust and common democratic ground – is in both of our interests.",0.5
Vicent | Marzà Ibáñez,Verts/ALE,ES,257016,,"Señor presidente, señor comisario, las políticas arancelarias de Trump no son una guerra comercial. Son, sobre todo, un ataque a nuestros valores y a nuestra democracia. Es una lucha entre la oligarquía y los demócratas. Lo hemos visto en dos episodios recientemente. Primero, se ha hecho patente con el rechazo a la propuesta del comisario de generar un espacio de cero aranceles entre Europa y Estados Unidos, así como con el rechazo a la visita del ministro español de Economía, que terminó con una crítica directa a los impuestos que tenemos en la Unión Europea, una crítica directa a nuestra protección social, medioambiental y laboral. Por eso le pedimos, señor comisario, que no ceda al chantaje, que refuerce a nuestros trabajadores y trabajadoras y nuestra economía, que refuerce nuestra legislación medioambiental y ―sobre todo― que deje de pactar con el caballo de Troya de la Administración Trump aquí en Europa, que es la extrema derecha que nos quiere más débiles y más divididos. Por ello, le decimos alto y claro que no ceda al chantaje y que nuestros valores y nuestra democracia no están en venta.",Left,Left,,"Mr. Chairman, Commissioner, Trump's tariff policies are not a trade war. They are, above all, an attack on our values and our democracy. It is a fight between the oligarchy and the Democrats. We have seen this in two episodes recently. First, it has been made clear with the rejection of the Commissioner's proposal to generate a zero-tariff space between Europe and the United States, as well as with the rejection of the visit of the Spanish Minister of Economy, which ended with a direct criticism of the taxes we have in the European Union, a direct criticism of our social, environmental and labor protection. That is why we ask you, Commissioner, not to give in to blackmail, to strengthen our workers and our economy, to strengthen our environmental legislation and -above all- to stop making pacts with the Trojan horse of the Trump Administration here in Europe, which is the extreme right that wants us weaker and more divided. Therefore, we tell him loud and clear that he should not give in to blackmail and that our values and our democracy are not for sale.",-0.7
Li | Andersson,The Left,EN,256805,,"Mr President, the US is ruled by an authoritarian president who is using trade policies as a means of coercion and political extortion. While it is clear that European workers will only lose in a full-fledged trade war, the EU should be much bolder and much more imaginative in its own response to Trump's actions. The EU should target the oligarchs that are close to Trump, through action directed at Tesla and Musk, and by digital tax aimed at the huge digital platforms. The EU should also signal its readiness to use the Anti-Coercion Instrument. But most importantly, we need to make the European economy less dependent on US exports. That means supporting internal demand in the European markets, and that means supporting real wage growth and also increasing investments. More than ever, we need to put people and workers first in our economic policymaking.",Left,Left,,"Mr President, the US is ruled by an authoritarian president who is using trade policies as a means of coercion and political extortion. While it is clear that European workers will only lose in a full-fledged trade war, the EU should be much bolder and much more imaginative in its own response to Trump's actions. The EU should target the oligarchs that are close to Trump, through action directed at Tesla and Musk, and by digital tax aimed at the huge digital platforms. The EU should also signal its readiness to use the Anti-Coercion Instrument. But most importantly, we need to make the European economy less dependent on US exports. That means supporting internal demand in the European markets, and that means supporting real wage growth and also increasing investments. More than ever, we need to put people and workers first in our economic policymaking.",-1.0
Sebastian | Kruis,PfE,NL,256996,,"Voorzitter, allereerst wil ik commissaris Šefčovič bedanken voor zijn inzet om de handelsrelaties tussen de Europese Unie en de Verenigde Staten te verbeteren. Ik ben ook blij dat hij mijn voorstel om te streven naar wederzijdse 0 %-tarieven heeft overgenomen. Toch zien we dat, terwijl de commissaris probeert de plooien glad te strijken in onze handelsrelaties, er elders zand in de machine wordt gegooid. Zo legde Brussel vorige week opnieuw boetes op aan Amerikaanse techbedrijven, deze keer aan Meta en Apple. De Verenigde Staten hebben al eerder aangegeven dat zij dergelijke boetes beschouwen als economische barrières, die net zo schadelijk zijn als tarieven. Mijn vraag is dan ook: is het niet contraproductief dat Brussel met de ene hand onderhandelt over het afschaffen van tarieven en met de andere boetes uitdeelt die Washington als nieuwe tarieven beschouwt? Hoe denkt de commissaris dat dit kan bijdragen aan het sluiten van een goede deal? Laten we stoppen met het laten gijzelen van ons handelsbeleid door linkse partijen die, na hun herhaalde verlies bij de verkiezingen, plotseling een obsessie lijken te hebben ontwikkeld voor het straffen van grote techbedrijven. Handelsakkoorden bouw je immers met bruggen, niet met boetes. Laten we dus kiezen voor groei in plaats van ideologische vendetta's.",Right,Right,,"President, first of all I would like to thank Commissioner Šefčovič for his commitment to improving trade relations between the European Union and the United States. I am also pleased that he has accepted my proposal to seek reciprocal 0% tariffs. Yet while the commissioner tries to smooth out the creases in our trade relations, we see sand being thrown into the machine elsewhere. Last week, for example, Brussels again imposed fines on U.S. tech companies, this time Meta and Apple. The United States has previously indicated that it views such fines as economic barriers, as damaging as tariffs. So my question is: Isn't it counterproductive for Brussels to negotiate the elimination of tariffs with one hand and hand out fines that Washington considers new tariffs with the other? How does the commissioner think this can contribute to getting a good deal? Let's stop letting our trade policy be held hostage by leftists who, after their repeated losses in elections, seem to have suddenly developed an obsession with punishing big tech companies. After all, trade agreements are built with bridges, not fines. So let's choose growth over ideological vendettas.",1.0
Kris | Van Dijck,ECR,NL,256884,,"Voorzitter, de aankondiging van de Amerikaanse president over de nieuwe handelstarieven heeft wereldwijd onmiskenbaar een grote schokgolf veroorzaakt, ook hier in de EU. We zijn in korte tijd geëvolueerd van een op regels gebaseerd handelsbeleid naar een handelsbeleid dat gebaseerd is op macht en dat schaamteloos wordt gebruikt als pressiemiddel. Ik roep de Commissie op om vooral het hoofd koel te houden en constructief en zelfverzekerd te onderhandelen. Zoals reeds aangehaald, zijn een nul-voor-nultarief op industriële goederen en een snelle douaneafhandeling een win-win voor beide partijen. Bovenal mogen we ons als EU niet uit elkaar laten spelen of zelf ondoordacht te hoge muren optrekken. Laat ons één zaak niet vergeten: zowel vanuit historisch als economisch oogpunt komen hoge handelstarieven altijd als een boemerang terug naar afzender. Laat ons dat voorkomen.",Right,Right,,"Voorzitter, de aankondiging van de Amerikaanse president over de nieuwe handelstarieven heeft wereldwijd onmismisbaar een grote schokgolf veroorzaakt, ook hier in de EU. We have evolved in a short time from a trade policy based on rules to a trade policy based on power and shamelessly used as leverage. I call on the Commission, above all, to keep a cool head and negotiate constructively and confidently. As already pointed out, a zero-for-zero tariff on industrial goods and rapid customs clearance are a win-win for both sides. Above all, we as the EU must not allow ourselves to be played apart or unthinkingly build too high walls ourselves. Let us not forget one thing: from both a historical and economic point of view, high trade tariffs always come back to sender like a boomerang. Let us avoid that.",0.5
Isabella | Lövin,Verts/ALE,SV,96675,,"Herr talman! Donald Trumps tullar är skadliga för hela världen, inte minst för de allra fattigaste, för amerikanerna själva. De är baserade på siffror som är tagna helt ur luften. Syftet tycks vara att destabilisera världen och utmana den regelbaserade världsordningen. Men människor världen över vill inte detta. Det visar också valen i Kanada och Australien nyligen. I båda länderna vann partier som tydligt sagt nej till splittring. I stället har man valt ledare som står upp för samarbete och som står upp för den internationella världsordningens spelregler och rättvisa handelsrelationer. Det här är viktiga signaler och det är en påminnelse om att en annan väg är möjlig. Det är just den vägen vi måste hålla fast vid.EU måste fortsätta att stärka banden med likasinnade länder. I ett handelskrig finns det inga vinnare, bara vanliga människor som får betala mer för mindre. Därför måste EU stå upp för den rimlighet och det ansvarstagande som Trump-administrationen saknar.",Left,Left,,"Mr President, Donald Trump's tariffs are harmful to the whole world, not least to the poorest, to the Americans themselves. They are based on figures taken completely out of thin air. The aim seems to be to destabilize the world and challenge the rules-based world order. But people around the world do not want this. This is also shown by the recent elections in Canada and Australia. In both countries, parties that clearly said no to division won. Instead, they have elected leaders who stand up for cooperation and who stand up for the rules of the international order and fair trade relations. These are important signals and a reminder that a different path is possible. It is precisely this path that we must stick to. The EU must continue to strengthen ties with like-minded countries. In a trade war, there are no winners, only ordinary people who pay more for less. That is why the EU must stand up for the fairness and responsibility that the Trump administration lacks.",-0.7
João | Oliveira,The Left,PT,257083,,"Senhor Presidente, Senhora Deputada Lídia Pereira, falou na necessidade da diversificação de mercados e de uma política comercial mais alargada. Essa é, infelizmente, uma das competências que foram transferidas para a União Europeia e em que os Estados nacionais não têm hoje qualquer possibilidade de desenvolvimento da sua ação — o caso de Portugal é um exemplo flagrante disso. Mas a pergunta que lhe quero fazer tem que ver com outra dimensão: a Senhora Deputada não considera que mais importante ainda é a dinamização do mercado interno, aumentando o poder de compra, aumentando salários e pensões, para que, com a dinamização do mercado interno, fiquemos menos vulneráveis e menos expostos às consequências que têm decisões como aquelas que Donald Trump tem tomado nos Estados Unidos? Não acha que devia ser esse o caminho que se devia fazer, nomeadamente em Portugal, ao contrário daquilo que o atual governo PSD-CDS tem feito?",Left,Left,,"Mr. President, Mrs. Lídia Pereira, you spoke of the need to diversify markets and to have a broader trade policy. Unfortunately, this is one of the competences that has been transferred to the European Union and in which the national states today have no possibility of developing their action - the case of Portugal is a glaring example of this. But the question I want to ask you has to do with another dimension: don't you think it's even more important to boost the internal market, increasing purchasing power, increasing salaries and pensions, so that, by boosting the internal market, we are less vulnerable and less exposed to the consequences of decisions like those Donald Trump has made in the United States? Don't you think that should be the way forward, particularly in Portugal, as opposed to what the current PSD-CDS government has been doing?",-1.0
Petra | Steger,PfE,DE,220897,,"Herr Präsident, sehr geehrte Damen und Herren! Es ist wirklich erstaunlich, wie Sie Europa wirklich in allen Bereichen regelrecht gegen die Wand fahren und sich noch immer hier hinstellen und mit Ihrer moralischen Abgehobenheit mit dem Finger immer auf die bösen anderen zeigen. Nein, nicht erst seit Trump seine Zollpolitik gestartet hat, geht es mit der Wettbewerbsfähigkeit der Wirtschaft und dem Wohlstand in Europa stetig bergab. Daran ist Europa schon ganz alleine schuld. Während die USA entschlossen ihre wirtschaftlichen Interessen durchsetzen, belasten Sie die Unternehmen immer mehr und noch mehr. Stichwort Green Deal – Green Disaster –, Sanktionen, Geldschwemmepolitik, Energiepolitik, Lieferkettengesetz, Emissionszertifikatehandel, Verbrenner-Aus, Grenzausgleichsmechanismus, Bürokratie, Überregulierung und, und, und. Wir erleben die größte Deindustrialisierung Europas. Und was ist die Strategie der Europäischen Union? Nichts. Sie kritisieren die USA für ihre Zollpolitik. Dabei waren Sie es selbst, die vorher auch schon Zölle zum Beispiel gegen China verhängt haben. Ihre Heuchelei und Doppelmoral schreit zum Himmel. Eins drauf legt nur noch die Verliererampel in Österreich, die Österreich in einen Pleitestaat verwandelt und dafür sorgt, dass wir die stärkste Rezession aller EU‑Länder haben. Die EU wollte der innovativste Wirtschaftsraum der Welt werden. Davon sind wir heute weit entfernt. Während China und die USA die Zukunft erfinden, macht Europa nur eins: regulieren.",Right,Right,,"Mr President, ladies and gentlemen. It is truly amazing how you are really driving Europe up against the wall in all areas and how you are still standing here and always pointing the finger at the bad others with your moral aloofness. No, it is not just since Trump launched his tariff policy that the competitiveness of the economy and prosperity in Europe has been steadily declining. Europe alone is to blame for this. While the USA is resolutely asserting its economic interests, it is placing ever greater burdens on companies. Keyword Green Deal - Green Disaster -, sanctions, money glut policy, energy policy, supply chain law, emissions certificate trading, combustion engine phase-out, border adjustment mechanism, bureaucracy, overregulation and, and, and. We are experiencing the greatest deindustrialization in Europe. And what is the European Union's strategy? Nothing. You criticize the USA for its customs policy. Yet it was you yourself who previously imposed tariffs on China, for example. Your hypocrisy and double standards scream to high heaven. The loser traffic light in Austria, which is turning Austria into a bankrupt state and ensuring that we have the worst recession of all EU countries, is the only thing that adds to this. The EU wanted to become the most innovative economic area in the world. We are a long way from that today. While China and the USA are inventing the future, Europe is only doing one thing: regulating.",1.0
Adrian-George | Axinia,ECR,RO,257117,,"Domnule președinte, stimați colegi, îmi revine bucuria să vă anunț că primul tur al alegerilor prezidențiale din România a fost câștigat detașat de candidatul conservator George Simion, președintele formațiunii politice din care fac parte. Simion este un proamerican convins, dar și un om care își dorește o Europă puternică și reformată. În ceea ce privește această isterie a taxelor vamale, care a născut atâtea vituperații de la acest pupitru, eu vă spun că ceea ce face administrația republicană de la Washington este să ne trezească la realitate – asta pentru că mașina numită Europa derapează grav, cu niște conducători adormiți la volan. Acest război al taxelor vamale ne arată trei lucruri. În primul rând, că avem impozite și taxe prea mari în Europa; de aceea am sugrumat inițiativa privată și de aceea companiile europene și-au pierdut din competitivitate și nu mai reușesc să inoveze. În al doilea rând, că avem nevoie de restartarea industriei europene. Trebuie să începem să producem din nou aici cele necesare dezvoltării țărilor noastre, să nu ne mai bazăm atât de ușor pe importuri de bunuri de consum foarte ieftine. Și, nu în ultimul rând, că măsurile de răzbunare propuse de Comisia Europeană sunt penibile și nu există vreo strategie de negociere. Americanii pun taxe pe oțel și automobile, iar Bruxelles-ul vrea taxe pe whisky și Harley-Davidson.",Right,Right,,"Mr. President, dear colleagues, I am pleased to announce that the first round of the presidential elections in Romania was won by a landslide by the Conservative candidate George Simion, the president of my political party. Simion is a convinced pro-American, but also a man who wants a strong and reformed Europe. As for this tariff hysteria, which has given rise to so much vituperation from this rostrum, I tell you that what the Republican administration in Washington is doing is waking us up to reality - because the car called Europe is going seriously off the rails with drivers asleep at the wheel. This tariff war shows us three things. First, that we have too high taxes and duties in Europe; that is why we have stifled private initiative and that is why European companies have lost their competitiveness and are failing to innovate. Secondly, that we need to restart European industry. We need to start producing here again what is necessary for the development of our countries, not to rely so easily on imports of very cheap consumer goods. And, last but not least, that the retaliatory measures proposed by the European Commission are pathetic and there is no negotiating strategy. The Americans are putting taxes on steel and cars, and Brussels wants taxes on whisky and Harley-Davidson.",0.5
Jean-Paul | Garraud,PfE,FR,197628,,"Monsieur le Président, cela fait un mois que les États-Unis imposent une surtaxe de 25 % sur les importations de voitures européennes. C'est un véritable coup de massue pour notre industrie automobile, déjà exposée à une sévère concurrence asiatique. Ce n'est ni un accident ni une surprise, Donald Trump avait clairement annoncé ses intentions; mais c'est surtout la conséquence directe de décennies d'absence de protectionnisme européen et d'ouverture de nos marchés à la terre entière. Sous couvert de transition écologique, la Commission européenne a détruit l'essentiel de nos filières industrielles, sacrifié nos motorisations thermiques, imposé de nombreuses normes destructrices et livré notre avenir automobile à la Chine sur l'autel du mondialisme et du tout électrique. Pendant que les États-Unis et Pékin protègent leurs industries, Bruxelles subventionne à coups de milliards des ONG militantes responsables d'une propagande anti-voiture. Pire encore, la Commission vient de proposer l'instauration d'un contrôle technique annuel obligatoire pour les véhicules de plus de dix ans et pour tous les automobilistes européens. Il s'agit d'une mesure punitive, injuste et injustifiée techniquement, qui ne vise qu'à culpabiliser, taxer et dissuader nos concitoyens d'utiliser leur véhicule. Ce harcèlement est insupportable pour des millions de familles qui dépendent de leur voiture dans leur vie au quotidien. Les résultats sont là: une industrie étranglée, des citoyens accablés et une Europe hors sol, incapable de défendre ses intérêts. Il est temps de suspendre le pacte vert, de restaurer la préférence européenne et la souveraineté nationale, d'exiger la réciprocité et de relocaliser nos productions stratégiques. Il est grand temps de sortir du mondialisme, de restaurer les États nations au sein d'une Union européenne des coopérations. C'est la seule solution d'avenir pour l'Europe.",Right,Right,,"Mr. President, it's been a month since the United States imposed a 25% surtax on European car imports. This is a real blow to our automotive industry, already exposed to severe competition from Asia. This is neither an accident nor a surprise - Donald Trump had clearly announced his intentions - but it is above all the direct consequence of decades of lack of European protectionism and the opening up of our markets to the whole world. Under the guise of ecological transition, the European Commission has destroyed most of our industrial sectors, sacrificed our internal combustion engines, imposed numerous destructive standards and handed over our automotive future to China on the altar of globalism and all-electricity. While the USA and Beijing protect their industries, Brussels subsidizes militant NGOs responsible for anti-car propaganda to the tune of billions. Worse still, the Commission has just proposed the introduction of mandatory annual roadworthiness tests for vehicles over ten years old, and for all European motorists. This is a punitive, unfair and technically unjustified measure, designed to make our fellow citizens feel guilty, tax them and discourage them from using their cars. This harassment is unbearable for the millions of families who depend on their cars in their daily lives. The results are there for all to see: a strangled industry, overburdened citizens and an out-of-touch Europe incapable of defending its own interests. It's time to suspend the Green Pact, restore European preference and national sovereignty, demand reciprocity and relocalize our strategic production. It's high time to get out of globalism, and restore nation states within a European Union of cooperation. This is the only way forward for Europe.",1.0
Marion | Maréchal,ECR,FR,256922,,"Monsieur le Président, certains ici semblent découvrir que les États-Unis sont un concurrent commercial féroce. Pourtant, les précédents ne manquent pas, sous l'ère Biden et Obama, par exemple contre la banque BNP Paribas, qui reçut une amende considérable, ou encore le rachat forcé d'Alstom et l'espionnage massif révélé par Snowden. Ceux qui ont autrefois favorisé notre dépendance militaire et économique redécouvrent aujourd'hui les vertus de la souveraineté et même du protectionnisme. Ironiquement, on pourrait remercier Donald Trump pour cela. Face à cette réalité, certains proposent d'aggraver encore notre déficit commercial avec la Chine. Ceci n'est pas une stratégie. Face au risque d'augmentation des droits de douane, la seule réponse durable, c'est un changement de modèle économique. Il n'y a pas de compétitivité possible tant que notre énergie coûtera 4 à 5 fois plus qu'aux États-Unis ou en Chine. Alors, plutôt que de critiquer Donald Trump, la priorité de l'agenda européen devrait être la baisse du coût énergétique et donc la sortie des objectifs irréalistes du pacte vert, la relance du nucléaire, l'autorisation de nouveaux forages et l'investissement dans des énergies renouvelables non intermittentes comme la géothermie.",Right,Right,,"Mr. President, some people here seem to have discovered that the United States is a fierce commercial competitor. Yet there is no shortage of precedents, under Biden and Obama, for example against the bank BNP Paribas, which received a considerable fine, or the forced takeover of Alstom and the massive espionage revealed by Snowden. Those who once favored our military and economic dependence are now rediscovering the virtues of sovereignty and even protectionism. Ironically, we can thank Donald Trump for this. Faced with this reality, some are proposing to further worsen our trade deficit with China. This is not a strategy. Faced with the risk of increased tariffs, the only sustainable response is to change our economic model. There can be no competitiveness as long as our energy costs are 4 to 5 times higher than in the United States or China. So, rather than criticizing Donald Trump, the priority on the European agenda should be lowering energy costs, and therefore getting out of the unrealistic targets of the Green Pact, reviving nuclear power, authorizing new drilling and investing in non-intermittent renewable energies such as geothermal power.",0.5
Alexandr | Vondra,ECR,EN,197537,,"Mr President, the dynamism, openness and highly skilled workforce of the US economy are some of America's greatest strengths. But President Trump's tariff drive and protectionism risk undermining these very foundations. After the Second World War, free trade helped rebuild Europe, lifting millions into prosperity and ensuring long-term peace and stability. That legacy must be defended. The European Union must champion free trade as a source of growth and resilience. We cannot afford to fall into the trap of rising protectionist sentiment. I am encouraged that the European Commission remains committed to the trade agreements. The path ahead is clear: we need more pragmatism, less green regulation and taxation, and to promote openness as much as we can.",Right,Right,,"Mr President, the dynamism, openness and highly skilled workforce of the US economy are some of America's greatest strengths. But President Trump's tariff drive and protectionism risk undermining these very foundations. After the Second World War, free trade helped rebuild Europe, lifting millions into prosperity and ensuring long-term peace and stability. That legacy must be defended. The European Union must champion free trade as a source of growth and resilience. We cannot afford to fall into the trap of rising protectionist sentiment. I am encouraged that the European Commission remains committed to the trade agreements. The path ahead is clear: we need more pragmatism, less green regulation and taxation, and to promote openness as much as we can.",0.5
Francesco | Torselli,ECR,IT,257163,,"Signor Presidente, Signor Commissario, onorevoli colleghi, credo che la riflessione sulle relazioni commerciali fra Europa e Stati Uniti debba oggi svilupparsi su due differenti piani. Il primo, su cui penso e spero siamo tutti d'accordo, è che l'Unione europea debba dare una risposta univoca alle sollecitazioni che arrivano dall'altra sponda dell'Atlantico. Il secondo è che questa risposta non può essere solo il braccio di ferro, perché questo significherebbe mettere a repentaglio le nostre filiere produttive. Qualcuno in quest'Aula questa mattina ha parlato di sanzioni: ci rendiamo conto, Commissario, cosa significherebbe applicare delle sanzioni? Semmai a chi? L'Europa deve pensare invece alla diversificazione dei mercati, alla tutela dei produttori, allo scambio equo delle merci. E La lascio con una riflessione, caro Commissario: visitando aziende sul territorio, i nostri imprenditori non si dicono preoccupati soltanto per i dazi americani. Tutti ci chiedono di rivedere le folli decisioni prese in quest'Aula nella scorsa legislatura, che hanno imposto alle nostre imprese costi assurdi e standard irrealizzabili. Iniziamo col rimuovere questi dazi che l'Europa ha imposto a se stessa e andremo in una direzione migliore: abbiamo grande fiducia in Lei, Commissario.",Right,Right,,"Mr. President, Commissioner, ladies and gentlemen, I believe that the reflection on trade relations between Europe and the United States today should be developed on two different levels. The first, on which I think and I hope we all agree, is that the European Union has to give an unambiguous response to the solicitations coming from the other side of the Atlantic. The second is that this response cannot just be arm wrestling, because that would mean jeopardizing our production chains. Someone here this morning talked about sanctions: do we realize, Commissioner, what it would mean to apply sanctions? If anything, to whom? Instead, Europe must think about diversification of markets, protection of producers, fair trade of goods. And I leave you with a thought, dear Commissioner: visiting companies on the ground, our entrepreneurs say they are not only worried about U.S. tariffs. They are all asking us to review the crazy decisions made here in the last legislature, which imposed absurd costs and unworkable standards on our businesses. Let's start by removing these duties that Europe has imposed on itself and we will go in a better direction.We have great confidence in you, Commissioner.",0.5
Sebastian | Tynkkynen,ECR,EN,256806,,"Mr President, our greatest adversary is not the United States, but a dictatorship far more dangerous to Europe's trade future: China. It is quite astonishing that some in Europe have started to seek closer cooperation with the Chinese dictatorship as a response for the US. You are willing to turn a blind eye to what China presents, just to get to show your middle fingers to the other side of the Atlantic. Are you really that childish? You're all acting like a bunch of high school divas. But I say we take a different approach. I say we grow up and work towards finding a meaningful agreement with the United States – one that benefits both parties. And we can start by cutting back on our dependence on China. Let's do that for our own sake as well, before it's too late.",Right,Right,,"Mr President, our greatest adversary is not the United States, but a dictatorship far more dangerous to Europe's trade future: China. It is quite astonishing that some in Europe have started to seek closer cooperation with the Chinese dictatorship as a response for the US. You are willing to turn a blind eye to what China presents, just to get to show your middle fingers to the other side of the Atlantic. Are you really that childish? You're all acting like a bunch of high school divas. But I say we take a different approach. I say we grow up and work towards finding a meaningful agreement with the United States – one that benefits both parties. And we can start by cutting back on our dependence on China. Let's do that for our own sake as well, before it's too late.",0.5
Jaume | Asens Llodrà,Verts/ALE,ES,257015,,"Señor presidente, la guerra comercial de Trump es un síntoma de una crisis estructural, la del orden neoliberal que ha gobernado desde los años 80 el comercio global. Toda crisis es una oportunidad, no para volver a lo de antes o para imitar a Trump en una dinámica autodestructiva, sino para repensar el modelo desde parámetros más justos. Eso significa muchas cosas, pero —entre otras— fortalecer la soberanía democrática de nuestra economía, condicionar las importaciones al respeto de los estándares laborales y medioambientales. Significa también crear un espacio digital propio europeo, apostar por una multilateralidad más equilibrada y condicionar —impulsar— un control público de los sectores económicos estratégicos. Frente a los muros que levanta Trump, Europa debe levantar derechos. No debemos combatir el neoproteccionismo de Estados Unidos al servicio de las élites locales con más neoliberalismo al servicio de las élites globales. Por eso, otro mundo y otro comercio son posibles y urgentes.",Left,Left,,"Mr. President, Trump's trade war is a symptom of a structural crisis, that of the neoliberal order that has governed global trade since the 1980s. Every crisis is an opportunity, not to go back to business as usual or to imitate Trump in a self-destructive dynamic, but to rethink the model from fairer parameters. That means many things, but -among others- strengthening the democratic sovereignty of our economy, conditioning imports to the respect of labor and environmental standards. It also means creating a European digital space of our own, betting on a more balanced multilateralism and conditioning -promoting- a public control of strategic economic sectors. In the face of Trump's walls, Europe must build rights. We must not fight the neo-protectionism of the United States at the service of local elites with more neo-liberalism at the service of global elites. That is why another world and another trade are possible and urgent.",-0.7
